Review #,Brand,Variety,Style,Country,Stars,Top Ten
2156,A-Sha Dry Noodle,Chow Mein Oyster Sauce BBQ Flavor,Tray,Taiwan,2,
2461,Fujiwara,Hokkaido Hakodate Shio Ramen,Pack,Japan,4.5,
1266,ABC,Selera Pedas Mi Goreng Cup Rasa Gulai Ayam Pedas Hot Gulai Chicken,Cup,Indonesia,4,
2544,Lipton,Cup-A-Soup Chicken Noodle With White Meat Instant Soup,Box,USA,1.5,
1398,Nissin,Fried Noodle Specialist Tom Yam Mee Goreng Flavour,Pack,Singapore,3,
477,Mr. Udon,Malaysian Beef Udon,Pack,South Korea,3,
2567,Nissin,Deka Buto Kimchi Pork Flavor,Bowl,Japan,4.5,
2532,Nissin,Nippon Onomichi Ramen,Bowl,Japan,4.75,
1792,A1,Soup Spices Noodle Mee Rempahan Sup,Pack,Malaysia,3.5,
1800,Crystal Noodle,Soup All Natural Hot & Sour,Cup,USA,0.25,
1902,MAMA,Seafood Tom Yum Sichek Flavour,Pack,Myanmar,5,
1253,Nissin,Chow Mein Teriyaki Chicken Flavor Chow Mein Noodles,Tray,USA,3.75,
2328,Qin Zong,Shaanxi Cold Noot Hot & Sour Flavor,Pack,China,3,
882,SuperMi,GoBang,Pack,Indonesia,5,
865,Little Cook,Stewed Duck,Cup,Thailand,3,
1595,JML,Emporer Instant Noodles Spicy Chicken,Pack,China,5,
716,Vifon,Hu Tieu Ca Stewed Fish,Bowl,Vietnam,3.75,
2516,Fujiwara,Hokkaido Hakodate Miso Ramen,Pack,Japan,3.5,
1206,China Best,Frozen Satay Sauce Noodle,Pack,Taiwan,1,
936,Yamachan,Mild Tonkotsu,Pack,USA,5,
1945,MAMA,Oriental Style Instant Noodles Masala Flavour,Pack,Bangladesh,3.5,
813,Mr. Noodles,Spicy Chicken,Pack,Canada,2,
829,Paldo,Kko Kko Myun King Cup,Bowl,South Korea,4.75,
2502,Indomie,Onion Chicken Flavor,Pack,Nigeria,1.5,
617,Nissin,Demae Iccho Sesame Oil Chicken Macaroni,Pack,Japan,3.75,
484,Ottogi,Bekse Curry Myon,Cup,South Korea,4.25,
169,Samyang,Seafood Party,Pack,South Korea,2.25,
1964,MAMA,Instant Noodles Coconut Milk Flavour,Pack,Myanmar,5,2016 #10
647,Sunlee,Tom Yum Shrimp Noodle,Bowl,Thailand,3.5,
558,Long Kow,Crystal Noodles Vegetables,Bowl,China,1.5,
887,Yamachan,Cold Noodles With Lemon Soy Dressing,Pack,USA,4,
566,Foodmon,DJ DOC Jjolmyeon,Bowl,South Korea,5,
413,Souper,Alimentary Paste Chow Mein,Pack,Taiwan,4.25,
1357,Mamee,Mie Goreng Indonesia Spicy Sambal,Cup,Malaysia,5,
397,Quickchow,Quickie Mami La Paz Batchoy,Cup,Philippines,3,
1569,Maggi,Mi Goreng Perencah Kari Ori,Pack,Malaysia,4,
369,Bon Go Jang,Tofu Udon Dosirak,Tray,South Korea,3.75,
2284,Nissin,Korean Kimchi Flavour Vermicelli,Cup,Hong Kong,4,
1724,Pirkka,Nuudeli Liha Nudlar Kott,Pack,Finland,3.5,
6,Vifon,Nam Vang,Pack,Vietnam,2.5,
2435,Mum Ngon,Lau Tom Chua Cay,Pack,Vietnam,3.5,
632,Mr. Udon,Japanese Miso,Pack,South Korea,2.75,
918,Nongshim,Tempura Udon Flavor Cup Ramyun,Cup,South Korea,4.5,
1436,Chencun,Rice Noodle Beef With Brown Sauce,Cup,China,3.5,
2429,New Touch,T's Restaurant Sura Tanmen,Cup,Japan,4,
441,Ottogi,Spice Seafood,Pack,South Korea,3.75,
1388,Paldo,Barbecue Ramyun (Prototype),Pack,South Korea,3.75,
2460,Daifuku,Katsuo Bowl Udon,Bowl,USA,5,
1999,Nissin,Curry Udon,Cup,Japan,5.0,
1251,Mama,Instant Noodles Tom Saab Flavour,Pack,Thailand,3.5,
241,Fu Chang Chinese Noodle Company,Hot & Spicy Beef,Tray,USA,4,
2461,Fujiwara,Hokkaido Hakodate Shio Ramen,Pack,Japan,4.5,
1028,Samyang Foods,Buldalk Bokkeummyeon (Hot Fried Chicken Ramyun),Pack,South Korea,4,
1004,Wai Wai,Artificial Pork Flavour,Pack,Thailand,3,
1317,Ve Wong,Little Prince Brand Snack Noodles Original Flavor,Pack,Taiwan,2.5,
118,Paldo,Bibim Men,Pack,South Korea,3.75,
608,Koka,Spicy Black Pepper,Pack,Singapore,5,2012 #10
1394,Paldo,Mild Kokomen (Prototype),Pack,South Korea,4.5,
942,Kamfen,E-men Lobster Soup,Pack,China,3.25,
1145,Asian Thai Foods,Fatafat Chicken Flavor,Pack,Nepal,3.75,
1054,A-Sha Dry Noodle,No. 10 Mandarin Noodle - Black Pepper Sauce,Pack,Taiwan,3.75,
1121,Sau Tao,Oat Noodle Sesame Oil Flavored,Pack,China,3.75,
910,Paldo,Namja Ramyun,Bowl,South Korea,4.25,"
"
1147,Asian Thai Foods,Rumpum Chicken Soup Base,Pack,Nepal,3.5,
1536,Paldo Vina,Koreno Premium Shrimp Flavor,Pack,Vietnam,3.25,
433,Lucky Me!,Supreme Bulalo,Bowl,Philippines,3.25,
1915,Itsuki,Yuzu Sesame Sauce Udon,Bowl,Japan,4.5,
1527,Lucky a Me!,Special Baked Mac Style Instant Macaroni,Pack,Philippines,4.5,
921,Ottogi,Jjajang Bok ki,Bowl,South Korea,3.5,
2552,MyKuali,Penang White Curry Rice Vermicelli Soup,Bowl,Malaysia,5,
2076,Nissin,Demae Iccho Black Garlic Oil Tonkotsu,Bowl,Hong Kong,3.75,
1679,Ten-In,Veggie World Vegetarian Braised Beef Instant Noodles,Bowl,Taiwan,3.5,
135,Unif / Tung-I,Fresh Shrimp,Pack,Taiwan,3.25,
2495,Nissin,Cp Noodles Huhn (Chicken),Cup,Germany,3.75,
2494,Nissin,Demae Ramen Korean Kimchi,Pack,Germany,3.5,
2540,Wei Lih,GGE Noodle Snack Wheat Crackers Mexican Spicy,Pack,Taiwan,3.25,
1661,Chencun,Senior Fod Rice Noodle Fragrant Peppery Beef,Cup,China,3.75,
632,Mr. Udon,Japanese Miso,Pack,South Korea,2.75,
1561,Uncle Sun,White Curry Noodle,Pack,Malaysia,4.5,
29,Mee Jang,Tom Yum Shrimp,Bowl,Thailand,3.5,
22,Nongshim,Ansungtangmyun Noodle Soup,Pack,South Korea,3.75,
1715,Yum Yum,Instant Noodles Minced Pork Flavor,Pack,Thailand,3.75,
998,Nongshim,Shin Ramyun Black Spicy Beef,Cup,South Korea,4.5,
900,Maruchan,Instant Lunch Chicken,Cup,USA,3.5,
719,Nissin,Spoon-it Beef,Pack,USA,3.25,
2503,Sichuan Guangyou,Sweet Potato Instant Noodle Sout-Hot Flavor,Bowl,China,0,
2141,Nissin,Men Shokunin Kaoruyasai Shio,Bowl,Japan,5,
2477,Kiki Noodle,Sichuan Spices Flavor Noodle,Pack,Taiwan,5,
2375,Uni-President,Man Han Feast Braised Pork Flavor Instant Noodles,Bowl,Taiwan,5,
448,Ve Wong,Kung Fu Artificial Sesame Chicken,Bowl,Taiwan,3.75,
1101,Eat & Go,Spicy Chicken Mi Instan Cup,Cup,Indonesia,4.25,
1739,Nissin,Raoh Tanrei Koku Shio Ramen,Bowl,Japan,4.5,
2087,Nissin,Mie Goreng Indonesia Stir Noodle Original Flavour,Pack,Hong Kong,4,
100,Unif / Tung-I,Artificial Chinese Beef,Pack,Taiwan,2.85,
2311,Xiao Ban Mian,Sesame Sauce Matcha Noodle,Pack,Taiwan,3.8,
2469,KOKA,Signature Curry Flavor Instant Noodles,Cup,Singapore,3.5,
2443,KOKA,Signature Chicken Flavor Instant Noodles,Cup,Singapore,3.75,
559,Wai Wai,Quick Tom Yum Shrimp,Cup,Thailand,3,
577,Pot Noodle,Chinese Chow Mein,Cup,UK,3,
1825,Sichuan Baijia,Broad Noodle Chilli Oil Flavor,Pack,China,4.5,
1177,ABC,Mi ABC Rasa Ayam Bawang (Onion Chicken),Pack,Indonesia,4,
1686,Wugudaochang,Chef's Grains Buckwheat Noodle,Pack,China,3.5,
1161,GaGa,100 Green Chilli Soto Flavour,Pack,Indonesia,3.75,
1045,Nissin,Chow Mein Chicken,Tray,USA,3.5,
409,Payless,Instant Mami Chicken,Pack,Philippines,4,
1981,MyKuali,Penang Red tom Yum Goong Noodle Authentic Taste,Pack,Malaysia,5.0,
1255,Thai Choice,Instant Noodles Shrimp Flavour,Cup,Thailand,3.25,
565,Batchelors,Super Noodles To Go Curry,Bowl,UK,4,
2511,Samyang Foods,Samyang Ramen Classic Edition,Bowl,South Korea,5,
136,Mama,Shrimp Creamy Tom Yum,Pack,Thailand,5,
513,Dragonfly,Artificial Onion,Bowl,China,4,
2364,Samyang Foods,Cheese Buldak Bokkeummyun,Pack,South Korea,4,
2549,Nissin,Gekikara Ramen Extra Hot Ramen Goreng,Pack,Indonesia,4.5,
440,Maruchan,Instant Lunch Hot spicy Beef,Cup,USA,2.75,
1455,Nissin,Premium Instant Noodles XO Sauce Seafood Flavour,Pack,Singapore,3.75,
449,Wu Mu,Beef Flavor Ramen,Pack,Taiwan,4.25,
460,Menraku,Tempura Udon,Bowl,Japan,5,
1063,Tasty Bite,1 Step-1 Minute Asian Noodles Thai Basil,Pack,USA,3.75,
954,Sakurai Foods,ARCHE Naturküche Japanische Nudelsuppe,Pack,Japan,3.25,
1660,Sau Tao,Ho Fan Wonton Soup Flavored,Pack,Hong Kong,3,
1640,Long Jun Hang,Taiwan Dried Noodles With Onion Oil Sauce,Pack,Taiwan,2,
315,Unif,Super Bowl Artificial Spicy Beef,Bowl,Taiwan,2.75,
2388,Hua Feng,Three Fresh Delicacies Instant Noodle,Pack,China,4.25,
2111,Nissin,Cup Noodles Chilli Crab Flavour,Cup,Hong Kong,3.75,
235,Koka,Curry,Pack,Singapore,4.25,
322,Unif,Shrimp Fish,Bowl,Taiwan,3.75,
2424,Samyang Foods,Cheese Type Buldak Bokkeummyun (Black Pkg),Pack,South Korea,3.75,
319,Maruchan,Ramen Noodle Soup Oriental,Pack,USA,3.75,
1077,Deshome,Aloe Noodle Red Onion & Sesame Sauce,Pack,Taiwan,5,
281,Mama,Oriental Kitchen Hot Spicy,Cup,Thailand,3,
1323,Golden Wheat,Korean Style Mushroom Chicken Flavour Cooking Noodle,Pack,China,2,
1717,Lee Fah Mee,Sarawak White Laksa Instant Noodle,Pack,Sarawak,4,
364,Sao Tao,Noodle King Beef Hong Kong Style,Bowl,Hong Kong,2.5,
275,Mama,Cup Shrimp Tom Yum Flavor,Cup,Thailand,3.75,
988,Amino,Ogorkowa,Pack,Poland,3.25,
2438,World O' Noodle,Mi Goreng Original Flavour Fried Noodles,Pack,Indonesia,5,
511,Menraku,Miso,Bowl,Japan,2.75,
938,Maruchan,Yakisoba Four Cheese,Tray,USA,3.75,
1710,Chering Chang,Instant Non-Fried Noodles Vegetable Curry Flavor,Pack,Taiwan,5,
731,Indomie,Rasa Mi Kocok Bandung,Pack,Indonesia,3.25,
2457,KOKA,Instant Noodles Chicken Satay Flavour,Pack,Singapore,3.5,
1931,Bonasia,Instant Noodles chicken Flavour,Pack,Hungary,3.75,
150,Chorip Dong,Jjambbong Hot Spicy Seafood,Bowl,South Korea,4.25,
298,Nongshim,Hearty Rice Noodle Spicy Veggie Consomme,Pack,South Korea,2.75,
110,Lucky Me!,Artificial Chicken,Pack,Philippines,1.5,
1440,Wu-Mu,Dried Noodle With Beef Flavor Sauce,Pack,Taiwan,3,
1074,Deshome,Pollen Noodles Sesame Sauce & Soy Sauce,Pack,Taiwan,4.25,
1305,A-Sha Dry Noodle,Instant Noodle Original Flavor,Pack,Taiwan,3.75,
791,Acecook,Super Big Ramen Tonkotsu,Bowl,Japan,1,
2081,Nissin,Cup Mifun Spicy Beef Flavour,Cup,Hong Kong,4,
959,Sakurai Foods,ARCHE Naturküche Ramen Mit Ingwer,Pack,Japan,3.25,
763,Maggi,2 Minute Noodles Tricky Tomato,Pack,India,3.25,
928,Kamfen,Dried Mix Noodles Artificial Spicy Pork,Tray,China,4,
2209,Nissin,Demae Ramen Spicy Hot tonkotsu Flavour Instant Noodle,Pack,Hong Kong,5,
2398,Liang Cheng Mai,Shaanxi Cold Noodle: Mustard Spicy,Tray,China,1,
2438,World O' Noodle,Mi Goreng Original Flavour Fried Noodles,Pack,Indonesia,5,
2125,Happy Family,Curry Flavour Instant Noodles,Pack,Singapore,4,
266,Vina Acecook,Mi Lau Thai Shrimp,Pack,Vietnam,4,
1085,Vina Acecook,Hao Hao Mi Goreng Shrimp & Onion Flavour,Pack,Vietnam,3.5,
225,Ottogi,Snack Ramyon,Pack,South Korea,3.75,
1273,Sainsbury's,Basics Instant Noodles Chicken Curry Flavour,Pack,UK,3.25,
847,Itomen,Sansai Soba Edible Wld Plant,Bowl,Japan,3.25,
745,Nongshim,Jinjja Jinjja,Pack,South Korea,5,
1084,Mr. Noodles,Noodles In A Cup Chicken Simulated Flavour,Cup,Canada,1.5,
1970,MyOri,Malaysia Penang Red Curry Noodle,Pack,Malaysia,5,
866,Master Kong,Mianba,Pack,China,4,
240,Sanyo Foods,Aunt Mentaiko Durum Spaghetti,Bowl,Japan,4.5,
1659,United,Xi Gon Satay Onion Flavor,Pack,Vietnam,2.75,
459,Gefen,Imitation Chicken Vegetarian,Pack,USA,3,
1103,Myojo,Ippei-chan Yomise No Yakisoba Teriyaki Mayo Flavor,Tray,Japan,5,
2547,Sichuan Guangyou,Chongqing Spicy Hot Noodles,Bowl,China,4,
2141,Nissin,Men Shokunin Kaoruyasai Shio,Bowl,Japan,5,
2392,MyKuali,Penang Red Tom Yum Goong Rice Vermicelli Soup,Bowl,Malaysia,5,
1895,Maruchan,Seimen Houjyun Koku Shoyu,Bowl,Japan,5,
88,Paldo,South Korean Noodle Chicken,Pack,South Korea,3.25,
1640,Long Jun Hang,Taiwan Dried Noodles With Onion Oil Sauce,Pack,Taiwan,2,
745,Nongshim,Jinjja Jinjja,Pack,South Korea,5,
2224,Wai Wai,X-Press Flavour Of Pizza In Noodles Proprietary Food,Pack,India,4,
203,Nongshim,Bowl Noodle Hot & Spicy,Bowl,USA,2,
647,Sunlee,Tom Yum Shrimp Noodle,Bowl,Thailand,3.5,
1189,Acecook,Comet Mori Yukino Tan-tan men,Bowl,Japan,5,
2074,Nissin,Cup Noodles Sabor Pollo Habanero Y Limon Sopa Instantanea,Cup,Mexico,3.5,
1389,Tiger Tiger,Traveller's Choice Thai Red Curry Flavour Instant Noodles,Pack,UK,1.75,
2049,Ottogi,Ramyon Sabor A Res,Pack,Mexico,4,
1110,GS25,Gonghwachun Jjajangmyun,Pack,South Korea,4.5,
2469,KOKA,Signature Curry Flavor Instant Noodles,Cup,Singapore,3.5,
380,Rhee Bros Assi,Pho Vietnamese Noodle Soup,Tray,South Korea,3.75,
297,Rhee Bros Assi,Rice Noodle Hot & Spicy Kimchi,Tray,South Korea,3.25,
2018,Pulmuone,Noodle With Spicy Oyster Soup,Pack,South Korea,4,
2233,Nissin,Cup Noodles Milk Seafood Flavour,Cup,Hong Kong,4,
2097,CarJEN,Otentiq Cheezy Mushroom Instant Noodles (Improved Taste),Pack,Malaysia,5,
1399,Vina Acecook,Oh! Ricey Pho Bo Instant Rice Noodles,Bowl,Vietnam,3.75,
2222,Nyor Nyar,Vegetarian Penang White Curry,Pack,Malaysia,5,
467,Vifon,Tu Quy Sour Spicy Shrimp,Pack,Vietnam,1.75,
2102,Nissin,Cup Noodles Singapore Laksa,Cup,Japan,5,
766,Fashion Foods,Beef Pho,Bowl,Thailand,3.75,
375,Vifon,Pho Bo Beef Rice Noodle,Pack,Vietnam,0.5,
212,Maruchan,Yakisoba Roast chicken,Tray,USA,3.75,
1910,Nissin,Chow Mein Pad Thai,Tray,USA,3,
980,Sun Noodle,Cold Ramen Soy Sauce Vinaigrette,Tray,USA,4,
1209,Batchelors,Super Noodles Chicken Mushroom Flavour,Pack,UK,3.25,
1640,Long Jun Hang,Taiwan Dried Noodles With Onion Oil Sauce,Pack,Taiwan,2,
713,Nissin,Spoon-it Creamy Chicken,Pack,USA,4,
1280,Deshome,Sun Dried Noodle Chlorella Powder Noodle With Curry Sauce,Pack,Taiwan,5,
2234,Paldo,Bibim Men,Bowl,South Korea,5,
358,Doll,Spicy Artificial Pork,Pack,Hong Kong,3.75,
5,Vifon,"Hu Tiu Nam Vang [""Phnom Penh"" style] Asian Style Instant Rice Noodles",Bowl,Vietnam,3.5,
129,Nongshim,Mupama Tang Myun,Pack,South Korea,3.5,
158,Mama,Jok Cup Porridge Artificial Pork,Cup,Thailand,2.5,
1998,Nissin,Men Shokunin Shoyu,Bowl,Japan,5.0,
382,Lucky Me!,N-Rich Artificial Chicken With Ginger,Pack,Philippines,2.5,
2239,Nissin,Cup Noodles Chicken Flavor Ramen Noodle Soup (New Recipe),Cup,USA,4,
1292,Nissin,Cup Noodles Sabor A Carne Sopa Con Fideos,Cup,Colombia,3,
1576,Maggi,Authentic Indian Noodles Vegetable Atta Masala,Pack,India,3.75,
2175,MAMA,Instant Flat Noodles Clear Soup,Pack,Thailand,4,
2029,Singa-Me,Instant Noodles Beef Flavour,Cup,Australia,2,
71,Nissin,Demae Ramen Satay,Pack,Japan,2.5,
1133,Kamfen,E-Men Noodles Abalone Soup Flavor,Pack,Hong Kong,3.75,
1508,Mamee,Chef Gold Recipe Mi Kari Seribu Rasa,Pack,Malaysia,5,2015 #6
185,Shirakiku,Sanukiya Udon,Bowl,Japan,3.75,
1056,A-Sha Dry Noodle,Dry Noodle Mandarin Noodle - Onion Oil Sauce,Pack,Taiwan,5,
1683,Wugudaochang,Sour Soup & Minced Meat Flavor Chef's Grain Naked Oat Noodles,Pack,China,5,
1340,Indomie,Taste Of Asia Mi Goreng Rasa Bulgogi Ala Korea,Pack,Indonesia,2.75,
623,Wei Wei,"""A"" Series Vegetarian",Pack,Taiwan,3.25,
2324,Paldo,Bul Jjajangmyeon,Pack,South Korea,5,
2453,KOKA,Delight Spicy Sesame Flavor Instant Non-Fried Noodles,Pack,Singapore,4.5,
97,Saigon Ve Wong,Kung Fu Mi Tom Chua Sour Shrimp,Pack,Vietnam,2.5,
2494,Nissin,Demae Ramen Korean Kimchi,Pack,Germany,3.5,
245,Six Fortune,Broad Noodles,Pack,South Korea,3.75,
73,Nissin,Demae Ramen Five Spices Artificial Beef,Pack,Japan,3.5,
103,Ve Wong,Vegetarian Flavor,Pack,Taiwan,3,
1343,Lotus Foods,Jade Pearl Rice Ramen,Pack,USA,3.25,
518,Dragonfly,Artificial Chicken,Bowl,China,4.5,
2159,La Moderna,Sazon Casero Sopa Con Tomate Y Sabor Pollo,Pack,Mexico,3,
2287,Master Kong,Artificial Abalone Crab Flavor Instant Noodle,Pack,China,0,
661,Yamamoto,Ponpoko Tempura Soba,Bowl,Japan,4.25,
873,Vifon,Viet Rice Noodles Chicken,Pack,Vietnam,3.5,
1373,Tesco,Everyday Value Beef & Tomato Flavour Noodles,Cup,UK,2,
1354,Mamee,Chef Creamy Tom Yam Flavour,Cup,Malaysia,4.75,
1478,Ruski,Tom Yam Flavour Instant Noodles,Pack,Thailand,4,
915,Wai Wai,Casserole Beef Flavour,Pack,Thailand,3.5,
818,SuperMi,Sedaaap Mi Kuah Rasa Soto,Pack,Indonesia,4,
2512,Mom's Dry Noodle,Dan Dan Noodle,Pack,Taiwan,5,
2264,Unif Tung-I,Instant Vegetarian Beehoon Rice Vermicelli,Pack,Taiwan,1,
1773,JML,Supreme Bowl Noodles With Stewed Egg Sour Beans With Pork Flavour,Bowl,China,4,
1624,Baixiang Noodles,Artificial Pork Flavour,Pack,China,3,
2100,Myojo,Mee Goreng Original Flavour,Pack,Singapore,4,
1695,Mama,Cup Shrimp Creamy Tom Yum,Cup,Thailand,5,
599,Lucky Me!,Pancit Canton Extra Hot Chili,Pack,Philippines,4,
1746,Marutai,Ramen Shoyu Taste,Bowl,Japan,4.25,
1430,Samyang Foods,Buldak Bokkummyeon,Bowl,South Korea,4,
1349,Mamee,Mie Goreng Indonesia Original Flavour,Cup,Malaysia,4.5,
1266,ABC,Selera Pedas Mi Goreng Cup Rasa Gulai Ayam Pedas Hot Gulai Chicken,Cup,Indonesia,4,
2318,Happy Cook,Sichuan Spicy Flavor,Pack,Taiwan,5.0,
1868,Marutai,Kuroma-yu Tonkotsu Kumamoto Ramen,Bowl,Japan,4,
1699,Vit's,Mi goreng Pedas Chewy & springy,Pack,Malaysia,3.5,
1519,Ching's Secret,Manchurian Instant Noodles,Pack,India,3.5,
788,Uni-President,100 Beef With Sauerkraut,Pack,Taiwan,4.75,
1074,Deshome,Pollen Noodles Sesame Sauce & Soy Sauce,Pack,Taiwan,4.25,
2308,Fantastic,Noodles Chicken Chow Mein Flavour,Cup,Australia,4,
743,Mamee,Express Cup Tom Yum,Cup,Malaysia,3.75,
249,Unif,100 Artificial Spicy Beef,Pack,Taiwan,3.75,
1189,Acecook,Comet Mori Yukino Tan-tan men,Bowl,Japan,5,
2355,Marutai,Nagasaki Agodashi Shoyu Ramen,Pack,Japan,4,
1682,Wugudaochang,Sour Bamboo Shoot & Beef If Hot Pot Flavor Noodles,Pack,China,4,
1902,MAMA,Seafood Tom Yum Sichek Flavour,Pack,Myanmar,5,
1424,Sainsbury's,Curry Flavour Instant Noodles,Pack,UK,1.5,
441,Ottogi,Spice Seafood,Pack,South Korea,3.75,
302,Samyang,Bowl Noodle Picante Beef,Bowl,South Korea,3.75,
1123,Maruchan,Fresh Yaki-Soba Stir Fry Noodles With Seasoning Sauce Base,Pack,Japan,4.25,
1169,Mr. Noodles,Noodles In A Cup Beef Simulated Flavour,Cup,Canada,1.75,
936,Yamachan,Mild Tonkotsu,Pack,USA,5,
754,Nongshim,Ansungtangmyun (US Version),Pack,USA,3.75,
1712,Sakurai Foods,Organic Miso Ramen,Pack,Japan,4.5,
96,Saigon Ve Wong,Kung Fu Artificial Pork Flavor,Pack,Vietnam,3.75,
1228,Maruchan,Seimen Japanese Instant Ramen Noodles Shio Aji,Pack,Japan,3.75,
1000,Maruchan,Yakisoba Beef Taco Flavor,Tray,USA,4.25,
1701,Sakurai Foods,Organic Shoyu Ramen,Pack,Japan,4.25,
2141,Nissin,Men Shokunin Kaoruyasai Shio,Bowl,Japan,5,
2559,Jackpot Teriyaki,Beef Ramen,Pack,USA,5,
389,Mama,Vegetarian Tom Yum,Pack,Thailand,2.75,
1048,Ottogi,Cheese Bokki,Cup,South Korea,3.5,
147,Higashi,Nagasaki Sara Udon,Pack,Japan,5,
305,Lucky Me!,Supreme Special Beef Carne De Vaca,Bowl,Philippines,3.75,
1786,Nissin,Chow Mein Premium Savory Sauce And Restaurant Quality Noodles Sriracha Flavor,Tray,USA,4.25,
403,Maruchan,Instant Lunch Lime Flavor with Shrimp,Cup,USA,2.25,
2186,Master Kong,Assorted Seafood Noodles,Pack,China,4,
1932,Love Cook,Guanmiao Dried Noodles With Shallot Flavor,Pack,Taiwan,3.75,
2287,Master Kong,Artificial Abalone Crab Flavor Instant Noodle,Pack,China,0,
581,Koyo,Mushroom,Pack,USA,2.75,
1911,Nissin,Emergency Chikin Ramen Cup Noodle,Cup,Japan,5,
1153,Wu-Mu,Spicy Flavor Tomato Ramen,Pack,Taiwan,4,
1839,Vit's,Taste Of Malaysia Penang White Curry Ramen,Pack,Malaysia,5,
1556,Ching's Secret,Hot Garlic Instant Noodles,Pack,India,3.75,
726,Indomie,Mi Goreng Cakalang,Pack,Indonesia,4,
882,SuperMi,GoBang,Pack,Indonesia,5,
1189,Acecook,Comet Mori Yukino Tan-tan men,Bowl,Japan,5,
389,Mama,Vegetarian Tom Yum,Pack,Thailand,2.75,
176,Paldo,Dosirac Pork,Tray,South Korea,4.125,
2474,Ottogi,Ppushu Ppushu Noodle Snack Chilli Cheese Flavor,Pack,South Korea,4.25,
1705,Premiere,Gold Bihun Kari Heritage Instant Rice Vermicelli,Pack,Malaysia,4.5,
197,Rhee Bros Assi,Rice Noodle With Spicy Flavored Soup,Tray,South Korea,2.25,
489,JML,Stew Pork,Pack,China,3.25,
1310,Thai Kitchen,Rice Noodle Cart Thai Peanut,Tray,USA,3,
2079,Nissin,Nupasta Carbonara Flavour Instant Noodle,Cup,Hong Kong,5,
1746,Marutai,Ramen Shoyu Taste,Bowl,Japan,4.25,
1914,Prima,Juzz's Mee Curry Flavour,Pack,Singapore,5,
1236,Emart,Dare You Habanero Ramyun,Cup,South Korea,3.25,
1989,MyKuali,Penang White curry Noodle Authentic Taste,Pack,Malaysia,5.00,
78,Nissin,Demae Ramen Seafood,Pack,Japan,2.5,
2545,KOKA,Instant Noodles Laksa Singapura Flavour,Pack,Singapore,5,
2224,Wai Wai,X-Press Flavour Of Pizza In Noodles Proprietary Food,Pack,India,4,
1213,Nan Jie Cun,Hot -Dry Instant Noodles Chilli Flavour,Tray,China,0.5,
444,Mr. Udon,Chicken,Pack,South Korea,3.25,
2512,Mom's Dry Noodle,Dan Dan Noodle,Pack,Taiwan,5,
529,Sapporo Ichiban,Hot Spicy Chicken,Pack,USA,2,
1094,Amianda,Thin Noodles - Sesame Oil,Pack,Taiwan,4.25,
1406,La Fonte,Spaghetti With Mushroom Sauce,Pack,Indonesia,3.75,
1957,MAMA,Cup Vegetarian Instant Noodles Tom Yum Flavour,Cup,Thailand,4,
1852,Myojo,Udon Japanese Style Precooked Noodles With Soup Hot & Spicy Flavor,Bowl,USA,3.25,
137,Nissin,Bowl Noodles Rich & Savory Chicken,Bowl,USA,1.75,
469,Gefen,Chicken,Pack,USA,3.5,
2312,Xiao Ban Mian,Traditional Shallot & Onion Oil Noodle,Pack,Taiwan,5,
456,Ve Wong,Kung Fu Artificial Szechuan Pork,Bowl,Taiwan,3.75,
1782,Western Family,Beef Flavour Instant Noodles,Pack,Canada,0,
784,Hankow,Cai Lin Ji Dry Noodles,Tray,China,3.25,
1912,MAMA,Instant Noodles Chicken Sichek Flavour,Pack,Myanmar,3.75,
1567,Nissin,Emergency Cup Noodle,Cup,Japan,4.25,
1584,E-mi,Mi Perencah Asam Pedas,Pack,Malaysia,3.75,
438,Samyang,Beef,Bowl,South Korea,3.75,
1569,Maggi,Mi Goreng Perencah Kari Ori,Pack,Malaysia,4,
1166,Unif,Man Han Feast Sichuan Chilli Eel Flavor,Bowl,Taiwan,5,
35,Mama,Chand Clear Soup,Pack,Thailand,3,
274,Ve Wong,Kung Fu Artificial Soybean Paste,Pack,Taiwan,4,
1804,Thai Chef,Oriental Style Instant Noodles Shrimp Creamy Tom Yum Flavour,Pack,Hungary,4.75,
1538,Sau Tao,Oat Noodle Tomato Soup Flavored,Pack,Hong Kong,4.5,
1219,Tokyo Noodle,Mini Instant Noodle Spicy Flavor,Pack,Japan,3.5,
1003,Nissin,Chow Mein Spicy Teriyaki Beef,Tray,USA,4.5,
304,Mama,Pho Bo Rice Noodle Artificial Beef,Bowl,Thailand,3.5,
2562,Binh Tay,Mi Hai Cua,Pack,Vietnam,4,
1108,Chencun,Spicy Beef,Cup,China,3.5,
2075,Mi Sedaap,Mi Segera Mi Goreng Ayam Krispi,Pack,Indonesia,4.5,
1271,Prima Taste,Singapore Chilli Crab La Mian,Pack,Singapore,5,2014 #8
2505,Acecook,Super Cup Torigawa Shoyu,Bowl,Japan,3.5,
149,Maruchan,Akai Kitsune Udon,Bowl,Japan,4,
358,Doll,Spicy Artificial Pork,Pack,Hong Kong,3.75,
567,Goku Uma,Soy Sauce,Bowl,Japan,3.5,
306,Rhee Bros Assi,Rice Noodle Anchovy Flavor,Tray,South Korea,3.75,
2368,Samyang Foods,Cool/Ice Buldak Bokkeummyun,Pack,South Korea,3.75,
2556,Ching's Secret,Hot Garlic Instant Noodles,Pack,India,4.25,
